"page_id","page_title","page_is_redirect","page_len","wikidata_numeric_id","views"
"23444545","Wang Yi (volleyball)","0","3313","Q7967717","247"
"68342458","Niamh McCormack","0","5141","Q107675634","866"
"294260","Owen Wilson","1","36233","Q161916","192981"
"44888","Franz Schubert","1","86783","Q7312","43149"
"48505487","Mateusz Morawiecki","1","38365","Q11771436","21026"
"48739065","Katarina Barley","0","28050","Q15117357","1766"
"17782843","Lady Gaga","1","319244","Q19848","398178"
"991720","Leah Remini","1","47020","Q242580","101362"
"53875724","Liza Koshy","1","40278","Q28549850","37467"
"148948","Havergal Brian","0","35774","Q552046","1454"
"63899388","Anna Hansell","0","12265","Q61087747","89"
"52043717","Paul Bentley","1","19683","Q29477848","815"
"4065973","Mike Jackson (footballer, born 1973)","1","16037","Q6831556","1914"
"","Samara_Joy","","","",""
"17173785","Heath Ledger","1","119742","Q40572","407889"
"557580","Paul Richard Heinrich Blasius","1","3145","Q71574","438"
"20762","Michael Crichton","1","113313","Q172140","83586"
"102910","Steve Martin","1","98074","Q16473","186970"
"6800721","Ilary Blasi","0","12729","Q287186","8464"
"1151624","Albert II, Duke of Austria","1","10725","Q158434","2336"
"12763304","Nick Kroll","1","31596","Q4241574","292811"
"12795005","William Wood (botanist)","0","4358","Q526606","76"
"1347392","Dougray Scott","0","16004","Q452788","54300"
"67371380","María Teresa Miras Portugal","0","8450","Q19766459","64"
"9783548","Borjana Krišto","1","14767","Q387491","4640"
"28147000","Anthony Anderson (theologian)","1","4093","Q4772000","45"
"12499554","Soulja Boy","1","118956","Q313080","71632"
"64399370","Domingo Santa Cruz Wilson","1","1828","Q1237501","87"
"3366147","Carl Leubsdorf","1","5762","Q5040476","311"
"31341","Tupac Shakur","1","157683","Q6107","485694"
"11031652","Kathryn Ann Clarke","1","13408","Q5280426","204"
"2577967","William Ruto","1","61320","Q195725","49424"
"12778597","Christopher Wray (English judge)","1","14733","Q5113464","307"
"9473497","Tom Daley","1","133723","Q313885","62161"
"30608805","Song Joong-ki","1","154915","Q485517","152390"
"34297257","Bülent Ceylan","1","8616","Q77760","1953"
"2506170","Bobby Brown (third baseman)","1","13314","Q4934821","1197"
"56491798","Jimmy James (musician)","0","3720","Q48720085","751"
"53043791","Heather Graham (cricketer)","0","10892","Q28592327","1182"
"52552885","Maggie Rogers","1","53385","Q28769131","35232"
"5972986","Rick Famuyiwa","1","19959","Q7331376","6629"
"599555","Mike Bloomfield","1","36782","Q919156","10543"
"31782657","Craig Huffer","0","4143","Q5181065","48"
"17703726","James Taylor (New Mexico politician)","0","4225","Q6144043","52"
"313348","Nikolai Berdyaev","1","36509","Q184656","5341"
"40624694","Michelle Wu","1","228671","Q16202473","22827"
"161570","Pablo Escobar","1","68939","Q187447","479952"
"7799418","John Carpenter (town clerk)","1","17420","Q6225254","369"
"1022352","Melissa McCarthy","1","48191","Q229048","188024"
"711747","Patrick Dempsey","1","71336","Q212518","131481"
"48977039","Michael D. Wilson","0","5579","Q23016830","280"
"44538442","Janne Haavisto","0","5053","Q5781110","106"
"1573080","Bob Iger","1","44093","Q532423","41359"
"291795","Patti LuPone","1","89334","Q270324","129069"
"62056832","Tsai Ying-wen (political scientist)","1","6154","Q55695180","212"
"31253204","Catherine, Princess of Asturias","0","5028","Q4745921","706"
"10779011","Louis D'Haeseleer","0","1381","Q2046489","44"
"44317149","Beatrix von Storch","0","23210","Q14924803","4642"
"2101649","David O. Russell","1","80769","Q314342","244229"
"36785711","Jessica Kahawaty","0","5766","Q4217750","1585"
"4811383","Terrence Evans","0","9296","Q3518700","1704"
"1722020","La La Anthony","1","17969","Q6463299","100295"
"3960263","Paul Griffen","1","5557","Q3371372","432"
"408887","Elton Gallegly","1","14460","Q542676","687"
"62124393","Kyle Maack","1","4497","Q85199649","127"
"35620392","Amber Rose Kandarian","0","4235","Q4741300","166"
"916106","Renée Elise Goldsberry","1","23824","Q2816311","58767"
"992567","Masako Katsuki","1","72819","Q2665343","1973"
"1464381","Skeet Ulrich","1","22165","Q472320","105856"
"10110097","Maisie Williams","1","160550","Q234363","239791"
"1200969","Mukesh Ambani","1","43272","Q298547","177456"
"13717820","Nicholas Braun","1","13775","Q714133","47053"
"1955932","Lukas Podolski","1","82027","Q134976","36838"
"53393768","Alice Diop","1","17385","Q24719455","2960"
"23705196","Alexander Dobrindt","1","8889","Q85783","532"
"56315035","Robin McAlpine","0","5010","Q47414412","581"
"64034582","Tate McRae","1","98488","Q95129121","34561"
"44514422","Sofia Carson","1","51727","Q18222476","119312"
"67464821","Jesús Mosquera","1","7454","Q95952852","3442"
"66298962","Xochitl Gomez","0","8510","Q102427314","56792"
"4413356","Bryan Johnson (singer)","0","3636","Q549224","462"
"857985","Sergei Shoigu","1","69496","Q32024","120133"
"27694958","Shay Mitchell","1","51921","Q234709","80520"
"35394643","David Levine (photographer)","1","6696","Q5236536","187"
"38170584","Jack Reynor","0","13573","Q2791895","125176"
"8751534","Masako Chiba","0","2282","Q259481","112"
"19065069","Boris Johnson","1","431316","Q180589","1135294"
"31636287","Sidonie of Saxony","0","11202","Q539111","288"
"723126","Mark Ruffalo","1","61316","Q41422","152466"
"886579","Eva Longoria","1","75058","Q163263","127205"
"10181252","Abdullah II of Kanem","1","491","Q4666004","87"
"16216","Joris Ivens","1","16364","Q238616","1917"
"65574222","Filippos Iakovidis","0","3930","Q98546114","31"
"63023007","Danny Romero (singer)","1","6485","Q21857874","415"
"1806","Arnold Schwarzenegger","1","230146","Q2685","612445"
"11604358","Shauna Robertson","1","6865","Q3481590","23490"
"1473688","Borut Pahor","1","36123","Q206471","10968"
"900532","Scott Travis","0","7982","Q374782","11968"
"80696","Cher","1","259812","Q12003","349770"
"23777708","Alice Cooper (sculptor)","0","4148","Q4725789","146"
"30386567","Daniel Mace (biblical scholar)","1","2884","Q5218017","82"
"70150962","Chloe Cherry","1","12031","Q47067478","32411"
"61187145","Constance de Salm","1","11118","Q1127656","192"
"41987","Bonnie Tyler","1","81160","Q156491","57490"
"38306791","Ciara Horne","0","12379","Q5119121","120"
"575041","Uhuru Kenyatta","1","106652","Q196070","27679"
"21580150","Patrick Fabian (footballer)","0","5092","Q324173","155"
"750400","Eric White (basketball)","1","3362","Q1393433","147"
"17286678","Sasha Obama","0","474","Q15070048","6989"
"596566","Eva Green","1","51910","Q191644","181354"
"23624603","Jimmy Ross (footballer, born 1895)","1","1904","Q6201191","46"
"461408","Michael Jackson (television executive)","1","27376","Q6831553","676"
"60112852","Anthony Anderson (baritone)","1","3789","Q61942852","107"
"18698736","Colton Haynes","0","26410","Q932975","42116"
"925369","Claude Lelouch","1","15512","Q295093","5226"
"991844","David Prowse","1","59733","Q128379","26423"
"8402989","Stephenson King","0","15875","Q708289","485"
"64108156","Tamara Vučić","1","6039","Q31184838","2692"
"15836555","Jeffrey Pierce","1","12004","Q3176720","6366"
"1358569","Nick Carter","1","63317","Q214466","479"
"62280799","David B. McVean","1","4598","Q73922908","35"
"5392731","Georgiana Drew","1","6097","Q2065905","4310"
"62022703","Katja Keul","0","8904","Q1736638","507"
"1348335","Michael O'Leary (actor)","0","3872","Q1928810","23053"
"7786346","Sofia (Filipino singer)","0","6615","Q7553603","124"
"3463451","William Adams (oculist)","1","3416","Q8004148","107"
"22631054","Sasha Grey","1","80267","Q2709","121769"
"26040044","Mette Frederiksen","0","67584","Q5015","41462"
"284163","Evo Morales","1","206485","Q42410","35982"
"","Carl_Philipp_von_Venningen","","","",""
"54295618","Sofia Richie","1","28627","Q25713929","51338"
"27529872","Christopher Wray (MP)","0","5223","Q5113465","135"
"40349650","Pavlos Kalligas","0","8979","Q14644051","127"
"25061160","Larissa Marolt","1","18476","Q88452","1219"
"10432408","Carl W. Riddick","1","5527","Q1040939","179"
"3057569","Matthias Platzeck","1","21531","Q57682","620"
"47937362","Halsey Royden","1","9228","Q1572252","290"
"610714","Kirk Franklin","1","27588","Q1349627","24366"
"4769444","Lauren London","0","17946","Q2344116","52769"
"3504698","Vanessa Hudgens","1","143518","Q123174","239975"
"49167723","Brett Goldstein","1","26395","Q22277167","112355"
"1512539","Jesse Eisenberg","1","119587","Q219512","102973"
"62648922","Charlene Warren-Peu","0","3209","Q75462006","4504"
"1252119","Johnnie Tolan","0","3692","Q172591","176"
"30410","Terry Gilliam","1","73757","Q25078","77214"
"30807278","Eugenie Bouchard","1","100737","Q439032","33444"
"883711","Mike Myers (baseball)","1","10418","Q6848165","917"
"27729628","Prabal Gurung","1","8841","Q3909793","4578"
"21107749","Shaggy (musician)","1","36032","Q310763","69490"
"8900348","Nina Dobrev","1","43011","Q183439","194017"
"1588","Alexander II of Epirus","1","5657","Q124346","1439"
"40673241","Olivia Cooke","1","45951","Q15069963","964397"
"150780","Haakon IV","1","43609","Q316039","1614"
"52263","Cliff Richard","1","132392","Q82238","85229"
"24164185","Jonathan Rossini","1","18668","Q677852","193"
"5318230","Margaret of England, Duchess of Brabant","1","5879","Q2667593","1329"
"58622187","Tom Becker (baseball)","1","1504","Q56846083","46"
"25160301","Michael Mittermeier","1","3735","Q45083","532"
"5457529","Riz Ahmed","1","68242","Q1861917","60518"
"5373958","Pavlos Bakoyannis","1","3266","Q2040292","909"
"27570087","Russell Taylor (rugby union)","1","5554","Q7381817","32"
"4674017","Elvira Lindo","0","4114","Q237058","332"
"63843074","Peter Phillips (rugby league)","0","6041","Q93145202","89"
"71109862","Tobias Goldschmidt","0","4464","Q47451069","92"
"67510","Archie Hahn","0","7895","Q313195","548"
"56111982","Nancy Wilson (basketball)","1","15769","Q47545571","65"
"62704027","Amira Mohamed Ali","0","8818","Q41080910","1408"
"53032480","Maria Teresa Poniatowska","0","1814","Q16574794","206"
"601990","Martin Cruz Smith","0","10400","Q1395538","2743"
"60292290","Jeremy O. Harris","1","19188","Q62129141","4361"
"20770821","Doug Finley","0","5598","Q5300472","197"
"63709958","Philip Ettinger","0","15973","Q84264616","5561"
"43173172","Brett Morgen","0","16053","Q17332507","10251"
"23568537","Khalid ibn al-Walid","1","100124","Q26918","64055"
"52707","Kate Winslet","1","206369","Q202765","276985"
"276348","Monica Bellucci","1","226480","Q81819","258678"
"26884040","Charles III, Prince of Guéméné","1","4478","Q2959401","205"
"16628010","David Silva (footballer, born December 1986)","1","2748","Q5237007","265"
"1311305","Tony Leung Ka-fai","1","15001","Q700175","9724"
"33668857","Caroline Beil","0","2502","Q71658","164"
"929522","Alessandra Ambrosio","1","29375","Q151859","43244"
"32375","Voltaire","1","143245","Q9068","96481"
"71904745","Rastislav Káčer","0","7208","Q113956708","821"
"66990296","Karl Mayer-Eymar","1","3061","Q116704","105"
"53785363","Billie Eilish","1","196384","Q29564107","502375"
"276489","Kate Mosse","1","17939","Q262116","3836"
"67108077","Stephen Graham (academic)","1","8662","Q1522712","152"
"3536351","Jordin Sparks","1","117301","Q215300","106465"
"1665989","Roy Medvedev","1","14956","Q729983","1691"
"67862184","Prince Wangwi","0","1852","Q27953113","275"
"1431133","Mikel Arteta","1","84419","Q185572","243647"
"62666","Michelle Pfeiffer","1","161082","Q159778","246984"
"7423455","John Lee (producer)","1","4262","Q6244383","2276"
"53754223","Joachim Frank","1","14612","Q28833112","1925"
"56198324","Nico Santos (singer)","1","29804","Q23806108","7740"
"31360573","Alena Gerber","0","2087","Q98953","275"
"48836367","Michael Middleton (priest)","1","2081","Q21995576","47"
"33007174","Elizabeth Debicki","1","46698","Q5362676","181821"
"1437921","Carl Wood","1","9745","Q692611","230"
"19583036","Kid Cudi","1","223197","Q299138","281393"
"","Frederick_Carl_Winkler","","","",""
"909036","Elon Musk","1","303151","Q317521","2726409"
"1748660","Marisa Berenson","0","20101","Q285419","17887"
"36496850","W. Kamau Bell","1","24551","Q16198597","9285"
"18737594","Thomas James McAvoy","1","5628","Q16104926","311"
"61736668","Britta Haßelmann","1","6678","Q920726","433"
"35218038","Peter Feldmann","1","14906","Q96506","2970"
"1535727","Carrie Underwood","1","273688","Q215546","137021"
"43823677","Karen Murphy (bowls)","1","8364","Q18045070","303"
"27640410","Mario Götze","1","82786","Q104454","58643"
"39923579","Andrew Form","1","12395","Q21004830","96322"
"52981509","Florian Fischerauer","0","2471","Q25938107","31"
"40015593","Philip Collins (journalist)","1","6061","Q16190293","3786"
"63452228","Florian Hahn","0","6982","Q1429695","283"
"7352087","Stephen Bowen (American football)","1","16180","Q7608749","512"
"5804","Charles Baudelaire","1","49082","Q501","29290"
"22995","Patti Smith","1","89635","Q557","132622"
"44766601","Eugenio Mira","0","4663","Q19664519","1206"
"59687200","Imran Khan (footballer, born 1994)","0","37","Q60737041","39"
"1999425","Adam Scott (actor)","1","36733","Q201842","100076"
"35487421","Samantha Smith (actress)","0","8088","Q3013009","8251"
"9389711","Maria Theresa of Austria (1816–1867)","1","10996","Q234045","3615"
"1588924","Seth Meyers","1","57235","Q14536","54290"
"62454060","Joris Helleputte","1","4324","Q470776","52"
"48257","Fredric Brown","1","13303","Q363227","3184"
"30885451","Bill Murray (baseball)","0","3005","Q4910297","138"
"2080584","George S. Clinton","1","3828","Q364631","5274"
"36632705","Leon Goretzka","1","54576","Q520721","33049"
"72015503","Death of Asra Panahi","1","20599","Q114688246","9092"
"577472","Eva Herzigová","1","10431","Q229509","6583"
"384940","Andrew Morton (computer programmer)","1","5768","Q92956","802"
"61364790","Jonathan Ross (cricketer)","0","4975","Q66005556","52"
"5479613","Anna Vasa of Sweden","1","16740","Q469783","792"
"56357143","Kate Hall (athlete)","0","14763","Q48977449","324"
"64194970","Robert Wood (sailor)","1","1916","Q96402262","54"
"32955900","Marina Foïs","1","16534","Q456360","3850"
"1806895","Vondie Curtis-Hall","1","13823","Q31293","35762"
"9103381","Christine Lagarde","1","60892","Q484605","43202"
"419248","Tony Shalhoub","1","35948","Q107249","101294"
"63812657","Quintessa Swindell","1","8316","Q86643595","242317"
"77498","Philip VI of France","1","23201","Q170586","17537"
"7739712","Melissa Graham","1","7372","Q6812711","565"
"51546226","Mike Jordan (cornerback)","1","7052","Q27069141","263"
"33264010","Kaitlyn Dever","1","39840","Q519784","306106"
"47685510","John Carpenter (footballer)","1","1720","Q20985299","47"
"21340347","Katrín Jakobsdóttir","1","16413","Q467464","14660"
"705473","Paola Suárez","1","51347","Q229474","700"
"1014986","Tracee Ellis Ross","1","41766","Q534371","85029"
"20574834","Eli Cohen (politician born 1949)","1","3910","Q223354","173"
"19430657","Emmanuel Drake del Castillo","0","3186","Q1338265","111"
"56293464","Eva Högl","0","15495","Q1379228","245"
"23306893","Gerhard Schröder","1","103592","Q2530","32063"
"37741999","Jonathan Scott (orientalist)","1","4706","Q16859083","136"
"62923450","Vanessa Nakate","0","26217","Q83614709","3668"
"65552034","Leonie Hanne","0","5847","Q50073227","3384"
"38346179","PINK de Thierry","1","41298","Q7119408","214"
"46756513","David Arnold Scott Cairns","0","3725","Q19975673","197"
"51046573","Ciara Mageean","1","22109","Q2913482","1326"
"25879546","Catherine Meyer, Baroness Meyer","1","13002","Q5052828","675"
"19190799","Rudolf Leonhard","1","5559","Q215925","205"
"48912779","David Arnold (basketball)","0","4248","Q22003180","205"
"295929","Hamad bin Khalifa Al Thani","1","64632","Q57360","35826"
"1713994","Joachim Patinir","1","11783","Q442491","1956"
"4764846","Usain Bolt","1","248571","Q1189","123909"
"40034472","Aja Naomi King","1","23920","Q15509336","15070"
"41238400","Paul Walker (Australian footballer)","0","1367","Q16145846","43"
"4166850","Craig Roberts Stapleton","1","7300","Q3002054","655"
"2017814","Xi Jinping","1","367525","Q15031","1006735"
"62924902","Shmee150","0","7724","Q62018716","6810"
"3159474","Stephen Graham (author)","1","6390","Q3498561","444"
"170409","Colin Firth","1","81724","Q162492","132885"
"3215834","Tim Minchin","1","88452","Q23527","48555"
"410193","Nancy Johnson","1","19491","Q519074","1419"
"2803287","Uli Jon Roth","1","21703","Q156139","9456"
"41087575","Beatriz Segall","0","3606","Q2893028","370"
"39161461","Jason Lewis (Massachusetts politician)","0","2980","Q16212633","349"
"30983932","David B. Massey","1","4068","Q5230986","110"
"44787979","Andriy Melnyk (diplomat)","1","20549","Q16706784","17562"
"26940","Steven Spielberg","1","213932","Q8877","303246"
"44374705","Tom Holland (Australian footballer)","0","3806","Q18641463","62"
"9179961","Tommy Hart","0","3970","Q7819499","426"
"48852324","Robert Wood (rugby league)","0","33","Q22098434","6"
"11573084","Emanuele Crialese","0","6646","Q82234","2271"
"3686554","Theodor Becker","0","5204","Q104263","135"
"33699324","Halsey Chase Herreshoff","1","3660","Q5643529","259"
"3495824","Achim Müller","1","23684","Q75944","188"
"1434568","Emma Roberts","1","81680","Q228598","576115"
"2898028","Olivia of Palermo","1","22438","Q446783","2699"
"1668613","Kasi Lemmons","1","21122","Q459933","37866"
"9332500","Constantine II of Constantinople","1","3325","Q1291400","210"
"65723114","Scooter Page","0","11460","Q101206071","699"
"478323","Gennady Zyuganov","1","41371","Q182452","18361"
"28303948","Thomas Henry (patron of the arts)","1","2736","Q3525196","97"
"47000950","Alessandro Mazzola (painter)","1","1450","Q2839022","51"
"63445031","Masako Furuichi","0","10350","Q17214431","228"
"31546188","Reiner Haseloff","0","13279","Q69355","757"
"416641","Jason Isaacs","1","55847","Q214223","116106"
"31980335","John Ellor Taylor","0","6096","Q6231692","55"
"63018292","George Hilton (politician)","0","8025","Q18707957","121"
"25765759","Milka Loff Fernandes","0","2394","Q126857","539"
"14750628","John Chong","1","2857","Q6225989","175"
"11445921","Steve Martin (defensive tackle)","0","3306","Q7613276","221"
"500353","Mario Molina","1","51455","Q19045","8976"
"19615317","Michael Newton (field hockey)","0","1189","Q6833061","66"
"32327243","Tayla Parx","1","24247","Q435807","4234"
"3166992","Frances O'Connor (performer)","1","2996","Q449213","2345"
"68234438","Carl-Philipp Heisenberg","1","7481","Q33125331","140"
"876606","Dave Stewart (keyboardist)","0","13549","Q384206","3412"
"43568","Tom Hanks","1","113411","Q2263","402757"
"3205802","Louis de Gruuthuse","1","11586","Q981450","456"
"1098341","Moritz Bleibtreu","1","22066","Q58603","5643"
"439501","Prince Carl Philip, Duke of Värmland","1","27480","Q214704","17967"
"106393","Queen Silvia of Sweden","1","34922","Q152308","16175"
"25572520","Stephen Fry (cricketer)","0","4179","Q7609251","611"
"68327099","Audrey Diwan","0","12666","Q2870837","3207"
"4144835","Arne Novák","1","1437","Q327093","68"
"1927623","Shaggy 2 Dope","1","53470","Q2425241","16135"
"3439312","Dennis Aogo","1","17793","Q154311","1604"
"1634109","Philip James de Loutherbourg","1","11705","Q1970087","1256"
"365353","Tom Tykwer","1","15901","Q57231","9251"
"38955553","Raed Saleh","0","6150","Q102895","217"
"40129795","Timo Werner","0","56765","Q3529022","102629"
"","Elliot_Grainge","","","",""
"40578389","Masako Yanagi","0","8077","Q16193239","109"
"47127875","Edward Norton (judge)","1","15383","Q20880714","75"
"31155282","Dave Stewart (soccer)","0","1976","Q5229927","64"
"23861256","Imran Khan (singer)","1","17858","Q1660487","16301"
"4681024","Masako Jō","1","16441","Q6782476","219"
"53510233","Philip Sallon","0","18206","Q28963281","1420"
"1353497","Shia LaBeouf","1","86836","Q180942","523846"
"22280891","Mojib Latif","0","6705","Q92172","431"
"19078008","Philippe Leroy (actor)","1","14215","Q106036","3865"
"3708365","Cynthia Rowley","1","12640","Q5200151","2544"
"68291882","Marc Anthony Liotta","0","3730","Q108138149","73"
"4513237","Chris Pine","1","64718","Q23466","331115"
"41811296","Constantine Kabasilas","0","2261","Q12283553","84"
"45684528","Ricky Dillard","1","16971","Q19877372","2519"
"45241105","Peter Morgan (producer)","0","2544","Q19573065","305"
"406291","Constantine II, Prince of Armenia","1","3994","Q2072499","297"
"22508072","Khalid Askri","0","4300","Q1982657","170"
"2360417","Khalid bin Faisal Al Saud","1","25105","Q371263","4681"
"619606","Nikolai Chernykh","1","45991","Q318611","580"
"2920412","Sergei Sedov","0","5522","Q1456019","2531"
"90141","Corey Feldman","1","68605","Q375419","188030"
"186658","Bernard Butler","1","23875","Q520062","13911"
"43899977","Sam Smith (American politician)","1","7097","Q18353924","75"
"37748359","Peeter Gijsels","1","4817","Q139583","100"
"1220261","James Murray (VC)","0","3102","Q15996312","109"
"30923526","Raheem Sterling","1","104977","Q312157","147014"
"60781698","David Sassoli","1","29841","Q2391857","4454"
"52829655","Sanna Marin","1","58554","Q16986436","132051"
"166103","David Hasselhoff","1","66665","Q201927","113851"
"24657390","Sam Smith (basketball, born 1955)","0","3622","Q3946360","288"
"62673684","Irene Mihalic","0","13525","Q15433827","282"
"47472485","Alberto Fernández Sainz","1","1881","Q945510","59"
"37461516","Patrick Joseph McCormick","1","3308","Q7146871","105"
"173519","Nell Carter","1","26872","Q271840","21575"
"33745832","Emilia Schüle","1","5126","Q87594","5079"
"27608836","Jonathan Smith (rower)","1","2518","Q15437245","167"
"41055678","Rita Pérez de Moreno","1","11490","Q6109139","167"
"154183","Harry Belafonte","1","91770","Q214959","90506"
"3064199","Luka Modrić","1","246330","Q483837","177309"
"42272533","Petr Pavel","0","52141","Q2080040","8492"
"39300464","Dove Cameron","1","76021","Q13560423","157019"
"150914","Frederick III of Denmark","1","25893","Q157812","9272"
"48711382","Priscilla Chan","1","15266","Q20900227","79011"
"6040799","Haimar Zubeldia","1","11059","Q371299","249"
"25433284","Alexander De Croo","1","27560","Q476596","13917"
"1296564","Kristen Bell","1","102650","Q178882","202966"
"46901197","Marcus Behmer","0","20510","Q1894088","152"
"35459623","Harry Styles","1","194495","Q3626966","795983"
"537323","Kim Wilde","1","42981","Q1790","36892"
"2148973","Niecy Nash","1","45084","Q4328437","391403"
"63384047","Christoph Meyer","0","5044","Q123171","255"
"2428266","Ewen Bremner","1","10249","Q520651","19222"
"57682502","Alberto Fernández (basketball)","1","1500","Q55363903","62"
"69571509","Alexander Wehrle","1","4586","Q107444121","517"
"9714269","Juan Carlos Arce","1","19607","Q520731","692"
"28913106","Rebecca Miller (singer)","0","1771","Q16732620","70"
"447301","Cheech Marin","1","31533","Q73007","67668"
"65513403","Sadyr Japarov","1","55119","Q25597826","13475"
"58095925","Roger Lewentz","0","3775","Q98471","495"
"40449937","Cynthia Addai-Robinson","1","13048","Q13100685","85377"
"1188093","Juan Carlos Aramburu","1","6545","Q962376","197"
"4380173","Jeannie Berlin","0","15462","Q442907","9103"
"53569","Leonard Nimoy","1","94625","Q16345","110582"
"2274234","Alex Pettyfer","1","29791","Q295592","48346"
"25483804","Michael Dahulich","1","10688","Q6828031","174"
"3272105","Mario Basler","0","12691","Q366109","3402"
"17914","Ludwig van Beethoven","1","99313","Q255","213167"
"33824782","Klaas Heufer-Umlauf","1","11641","Q109360","1186"
"4095942","Katharine McPhee","1","82883","Q229282","142540"
"53224902","Lili Reinhart","1","56771","Q28653501","90852"
"3327985","Carlos Thompson","1","7869","Q69862","2263"
"36055421","Catherine Martin (piper)","0","1154","Q5052808","38"
"53649723","Emma Thompson (cricketer)","0","6152","Q29054751","217"
"12707489","Haim-Moshe Shapira","1","11459","Q2079775","683"
"36175434","Princess Masako Takeda","1","4789","Q151930","1342"
"367968","Danny Glover","1","47009","Q192165","104277"
"43853905","Li Qiang (Lianyungang)","1","4404","Q8290733","95"
"3249153","Alexander Klaws","1","16146","Q66412","943"
"30727675","Eman Fiala (actor)","0","3087","Q3564955","171"
"95805","Leslie Phillips","1","46303","Q710142","30274"
"1306199","Bertrand Halperin","1","8785","Q735136","665"
"22480085","Colin Robert Ballard","0","6817","Q5145517","108"
"49399416","Ronald Zehrfeld","1","9337","Q1676772","4403"
"27270934","Liz Truss","1","190846","Q272201","3667099"
"351192","Jacques Anquetil","1","69900","Q221001","2869"
"8871877","Paul Walker (footballer, born 1977)","1","4638","Q7154216","69"
"18684740","Li Jun (water polo)","0","1616","Q1886013","58"
"729228","Juan Carlos Valerón","1","35431","Q311089","2519"
"24898256","Phoebe Dynevor","1","17338","Q6074386","57786"
"16422","Joni Mitchell","1","139979","Q205721","176935"
"48683289","Lena Waithe","1","30822","Q21872808","37290"
"8044779","Tommy McCraw","1","5153","Q7819671","252"
"2347120","Pat McCormick (actor)","1","8462","Q2056518","4819"
"51202382","Monica Barbaro","0","13937","Q26703036","87096"
"353620","Haakon V","1","7168","Q313153","995"
"1816479","Andreyas","0","2477","Q495619","584"
"23191723","Sean Anders","0","4175","Q60341","8189"
"1847198","Sadiq Khan","1","140438","Q334155","104842"
"165527","Angela Lansbury","1","117295","Q206856","2428345"
"31497318","Michael Cohen (politician)","1","10198","Q6829336","115"
"315039","Sarah Harrison (singer)","0","5303","Q2347348","287"
"8569103","Peter Davis (director)","0","6245","Q7173572","691"
"47662501","Lauren Johnson","0","6641","Q20902288","2449"
"4912511","Peter Watson (intellectual historian)","1","14386","Q2078892","949"
"14254953","Kourtney Kardashian","1","40273","Q575689","283793"
"25338838","Hendrik van Streek","1","3451","Q5713748","18"
"21007536","Chris Cooper (broadcaster)","1","1657","Q5106257","123"
"1992417","Smudo","1","1679","Q88979","1381"
"11525698","James Davis Taylor","0","2484","Q6132419","60"
"48645187","Julian Nagelsmann","1","38060","Q21226404","52045"
"16100029","Novak Djokovic","1","345426","Q5812","229434"
"36007602","Jenny Jugo","0","6190","Q86547","341"
"578206","Edwin Moses","1","17039","Q52620","3481"
"3682763","Jigme Khesar Namgyel Wangchuck","1","36818","Q57376","53996"
"15803791","Debbie Harry","1","50190","Q215026","149455"
"72434","Maximilian Kaller","1","18932","Q1914001","165"
"400531","Edward Blyth","1","25396","Q358754","956"
"19831","Margaret Thatcher","1","265783","Q7416","663054"
"31329803","The Weeknd","1","209954","Q2121062","286975"
"54381784","Alexia Chartereau","0","1992","Q26214519","278"
"484101","Melanie Griffith","1","66190","Q176455","188719"
"753300","Laura Prepon","1","30000","Q171567","124266"
"18996776","Pedro Sánchez Falconete","1","1149","Q7159936","25"
"427018","Kareena Kapoor","1","155431","Q184885","250322"
"3635557","Alberto Fernández de Rosa","1","13475","Q4712025","679"
"2798502","Rainn Wilson","1","38726","Q349548","102107"
"31091188","Peter Allam","1","2622","Q7172490","109"
"156589","Alexander Lukashenko","1","217202","Q2866","130575"
"36529847","Minjee Lee","0","24693","Q6867753","6869"
"30273418","Antony Blinken","1","114241","Q7821917","100391"
"6782997","Peter Fox (rugby league, born 1933)","0","9596","Q7174054","227"
"160201","Paul of Greece","1","15118","Q155394","33329"
"26464673","Sal Khan","1","21113","Q471472","31485"
"30212093","Armin Rohde","0","4504","Q76178","1087"
"70986936","Jimmy Kelly (boxer, born 1992)","0","12332","Q112725066","1302"
"47640179","Jerrod Carmichael","1","25294","Q20973967","23256"
"20436507","Jacinda Ardern","1","237401","Q3606816","98218"
"994552","Travis Barker","1","76847","Q220140","445748"
"1147716","Richard Schiff","1","29506","Q355209","53975"
"22928694","Joachim (Levitsky)","1","5243","Q4202379","107"
"32766124","John Daley (baseball)","0","2198","Q6228415","84"
"56484275","Ruja Ignatova","1","17341","Q20819716","53375"
"16357329","Paola Borboni","0","9583","Q435962","848"
"56056680","Pedro Abreu","0","1331","Q3898623","87"
"24764413","David Cliss","1","2101","Q5232426","79"
"8007901","Jon Bernthal","1","39676","Q362616","312866"
"25108532","Petra Ecclestone","1","10109","Q7178632","18482"
"28768857","Nina Seničar","1","10888","Q3877060","4559"
"24645607","Sam Cox (footballer, born 1990)","1","20225","Q7407361","1139"
"6926749","Stephen Bowen (astronaut)","1","9338","Q463086","2391"
"156126","Dwayne Johnson","1","212427","Q10738","1291178"
"28617967","Rationale (musician)","1","10865","Q16223498","681"
"595","Andre Agassi","1","139238","Q7407","111450"
"18395980","Wang Yi (painter)","0","1511","Q3566114","67"
"22452657","Yasser Abbas","0","6038","Q8049874","1453"
"8175275","James Braid Taylor","0","2896","Q6130159","496"
"46236003","Lana Condor","1","27435","Q24250404","49368"
